run_id,group_name,family,seed,hidden_width,group_order,holonomy_element,holonomy_order,is_holonomy_central,stable_group_action,ordinary_sync_residual,branch_action_residual,naive_representation_residual,invariant_pooling_residual,pre_lift_connection_residual,post_lift_connection_residual,invariant_projection_residual
S3_planted_nonabelian_holonomy_W12_seed12,S3,planted_nonabelian_holonomy,12,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed13,S3,planted_nonabelian_holonomy,13,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed14,S3,planted_nonabelian_holonomy,14,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed15,S3,planted_nonabelian_holonomy,15,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed16,S3,planted_nonabelian_holonomy,16,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed17,S3,planted_nonabelian_holonomy,17,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed18,S3,planted_nonabelian_holonomy,18,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed19,S3,planted_nonabelian_holonomy,19,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed20,S3,planted_nonabelian_holonomy,20,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed21,S3,planted_nonabelian_holonomy,21,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed22,S3,planted_nonabelian_holonomy,22,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed23,S3,planted_nonabelian_holonomy,23,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed24,S3,planted_nonabelian_holonomy,24,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed25,S3,planted_nonabelian_holonomy,25,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed26,S3,planted_nonabelian_holonomy,26,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed27,S3,planted_nonabelian_holonomy,27,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed28,S3,planted_nonabelian_holonomy,28,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed29,S3,planted_nonabelian_holonomy,29,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed30,S3,planted_nonabelian_holonomy,30,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed31,S3,planted_nonabelian_holonomy,31,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed32,S3,planted_nonabelian_holonomy,32,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed33,S3,planted_nonabelian_holonomy,33,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed34,S3,planted_nonabelian_holonomy,34,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed35,S3,planted_nonabelian_holonomy,35,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed36,S3,planted_nonabelian_holonomy,36,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed37,S3,planted_nonabelian_holonomy,37,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed38,S3,planted_nonabelian_holonomy,38,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed39,S3,planted_nonabelian_holonomy,39,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed40,S3,planted_nonabelian_holonomy,40,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed41,S3,planted_nonabelian_holonomy,41,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed42,S3,planted_nonabelian_holonomy,42,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed43,S3,planted_nonabelian_holonomy,43,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed44,S3,planted_nonabelian_holonomy,44,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed45,S3,planted_nonabelian_holonomy,45,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed46,S3,planted_nonabelian_holonomy,46,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed47,S3,planted_nonabelian_holonomy,47,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed48,S3,planted_nonabelian_holonomy,48,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W12_seed49,S3,planted_nonabelian_holonomy,49,12,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed0,S3,planted_nonabelian_holonomy,0,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed1,S3,planted_nonabelian_holonomy,1,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed2,S3,planted_nonabelian_holonomy,2,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed3,S3,planted_nonabelian_holonomy,3,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed4,S3,planted_nonabelian_holonomy,4,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed5,S3,planted_nonabelian_holonomy,5,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed6,S3,planted_nonabelian_holonomy,6,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed7,S3,planted_nonabelian_holonomy,7,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed8,S3,planted_nonabelian_holonomy,8,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed9,S3,planted_nonabelian_holonomy,9,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed10,S3,planted_nonabelian_holonomy,10,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed11,S3,planted_nonabelian_holonomy,11,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed12,S3,planted_nonabelian_holonomy,12,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed13,S3,planted_nonabelian_holonomy,13,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed14,S3,planted_nonabelian_holonomy,14,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed15,S3,planted_nonabelian_holonomy,15,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed16,S3,planted_nonabelian_holonomy,16,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed17,S3,planted_nonabelian_holonomy,17,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed18,S3,planted_nonabelian_holonomy,18,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed19,S3,planted_nonabelian_holonomy,19,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed20,S3,planted_nonabelian_holonomy,20,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed21,S3,planted_nonabelian_holonomy,21,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed22,S3,planted_nonabelian_holonomy,22,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed23,S3,planted_nonabelian_holonomy,23,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed24,S3,planted_nonabelian_holonomy,24,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed25,S3,planted_nonabelian_holonomy,25,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed26,S3,planted_nonabelian_holonomy,26,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed27,S3,planted_nonabelian_holonomy,27,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed28,S3,planted_nonabelian_holonomy,28,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed29,S3,planted_nonabelian_holonomy,29,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed30,S3,planted_nonabelian_holonomy,30,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed31,S3,planted_nonabelian_holonomy,31,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed32,S3,planted_nonabelian_holonomy,32,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed33,S3,planted_nonabelian_holonomy,33,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed34,S3,planted_nonabelian_holonomy,34,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed35,S3,planted_nonabelian_holonomy,35,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed36,S3,planted_nonabelian_holonomy,36,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed37,S3,planted_nonabelian_holonomy,37,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed38,S3,planted_nonabelian_holonomy,38,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed39,S3,planted_nonabelian_holonomy,39,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed40,S3,planted_nonabelian_holonomy,40,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed41,S3,planted_nonabelian_holonomy,41,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed42,S3,planted_nonabelian_holonomy,42,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed43,S3,planted_nonabelian_holonomy,43,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed44,S3,planted_nonabelian_holonomy,44,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed45,S3,planted_nonabelian_holonomy,45,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed46,S3,planted_nonabelian_holonomy,46,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed47,S3,planted_nonabelian_holonomy,47,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed48,S3,planted_nonabelian_holonomy,48,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W24_seed49,S3,planted_nonabelian_holonomy,49,24,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed0,S3,planted_nonabelian_holonomy,0,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed1,S3,planted_nonabelian_holonomy,1,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed2,S3,planted_nonabelian_holonomy,2,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed3,S3,planted_nonabelian_holonomy,3,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed4,S3,planted_nonabelian_holonomy,4,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed5,S3,planted_nonabelian_holonomy,5,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed6,S3,planted_nonabelian_holonomy,6,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed7,S3,planted_nonabelian_holonomy,7,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed8,S3,planted_nonabelian_holonomy,8,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed9,S3,planted_nonabelian_holonomy,9,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed10,S3,planted_nonabelian_holonomy,10,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed11,S3,planted_nonabelian_holonomy,11,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed12,S3,planted_nonabelian_holonomy,12,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed13,S3,planted_nonabelian_holonomy,13,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed14,S3,planted_nonabelian_holonomy,14,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed15,S3,planted_nonabelian_holonomy,15,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed16,S3,planted_nonabelian_holonomy,16,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed17,S3,planted_nonabelian_holonomy,17,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed18,S3,planted_nonabelian_holonomy,18,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed19,S3,planted_nonabelian_holonomy,19,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed20,S3,planted_nonabelian_holonomy,20,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed21,S3,planted_nonabelian_holonomy,21,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed22,S3,planted_nonabelian_holonomy,22,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed23,S3,planted_nonabelian_holonomy,23,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed24,S3,planted_nonabelian_holonomy,24,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed25,S3,planted_nonabelian_holonomy,25,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed26,S3,planted_nonabelian_holonomy,26,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed27,S3,planted_nonabelian_holonomy,27,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed28,S3,planted_nonabelian_holonomy,28,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed29,S3,planted_nonabelian_holonomy,29,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed30,S3,planted_nonabelian_holonomy,30,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed31,S3,planted_nonabelian_holonomy,31,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed32,S3,planted_nonabelian_holonomy,32,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed33,S3,planted_nonabelian_holonomy,33,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
S3_planted_nonabelian_holonomy_W48_seed34,S3,planted_nonabelian_holonomy,34,48,6,"[2, 0, 1]",3,False,True,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0
