dataset,run_id,prime,peel_mode,edge,original_map,correction_map,corrected_map,map_valid,map_type,cycle_residual_before,cycle_residual_after,residual_reduction
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,0->1,"[51,44,40,62,38,8,6,52,0,25,5,28,43,13,1,59,7,18,47,35,32,54,57,2,31,39,16,55,4,12,37,11,23,42,61,14,9,30,48,15,24,19,3,56,45,46,33,17,36,58,49,21,22,10,20,60,27,63,53,34,50,41,26,29]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[51,44,40,62,38,8,6,52,0,25,5,28,43,13,1,59,7,18,47,35,32,54,57,2,31,39,16,55,4,12,37,11,23,42,61,14,9,30,48,15,24,19,3,56,45,46,33,17,36,58,49,21,22,10,20,60,27,63,53,34,50,41,26,29]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,0->2,"[49,1,15,16,2,22,33,50,62,40,27,20,63,36,61,55,60,13,0,21,31,34,44,5,9,43,53,14,54,52,28,7,42,37,45,48,11,51,57,46,47,56,58,17,24,32,38,3,12,59,39,41,6,29,26,4,19,10,23,18,25,35,30,8]","[49,1,15,16,2,22,33,50,62,40,27,20,63,36,61,55,60,13,0,21,31,34,44,5,9,43,53,14,54,52,28,7,42,37,45,48,11,51,57,46,47,56,58,17,24,32,38,3,12,59,39,41,6,29,26,4,19,10,23,18,25,35,30,8]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,0->3,"[16,12,37,6,51,4,28,49,41,36,59,23,15,21,24,0,34,17,61,10,48,46,5,38,58,9,13,18,1,14,22,3,57,62,54,60,39,33,20,43,11,53,44,55,2,47,50,40,35,25,52,8,30,31,56,29,27,26,63,7,45,19,42,32]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[16,12,37,6,51,4,28,49,41,36,59,23,15,21,24,0,34,17,61,10,48,46,5,38,58,9,13,18,1,14,22,3,57,62,54,60,39,33,20,43,11,53,44,55,2,47,50,40,35,25,52,8,30,31,56,29,27,26,63,7,45,19,42,32]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,1->0,"[8,14,23,42,28,10,6,16,5,36,53,31,29,13,35,39,26,47,17,41,54,51,52,32,40,9,62,56,11,63,37,24,20,46,59,19,48,30,4,25,2,61,33,12,1,44,45,18,38,50,60,0,7,58,21,27,43,22,49,15,55,34,3,57]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[8,14,23,42,28,10,6,16,5,36,53,31,29,13,35,39,26,47,17,41,54,51,52,32,40,9,62,56,11,63,37,24,20,46,59,19,48,30,4,25,2,61,33,12,1,44,45,18,38,50,60,0,7,58,21,27,43,22,49,15,55,34,3,57]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,1->1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,1->2,"[45,61,5,46,38,21,8,1,15,4,20,44,50,36,7,28,0,29,24,52,54,10,53,42,51,40,34,19,49,33,26,22,30,11,39,9,6,56,12,43,17,35,37,32,63,27,57,31,60,23,25,2,13,3,48,47,41,59,62,55,58,14,16,18]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[45,61,5,46,38,21,8,1,15,4,20,44,50,36,7,28,0,29,24,52,54,10,53,42,51,40,34,19,49,33,26,22,30,11,39,9,6,56,12,43,17,35,37,32,63,27,57,31,60,23,25,2,13,3,48,47,41,59,62,55,58,14,16,18]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,1->3,"[37,62,6,43,24,16,46,9,38,39,53,5,23,21,27,22,13,40,52,36,3,4,8,34,11,45,29,28,49,26,1,20,48,32,7,10,35,47,51,61,55,19,56,15,12,2,0,42,58,63,44,33,17,57,59,18,30,50,25,31,14,54,60,41]","[37,62,6,43,24,16,46,9,38,39,53,5,23,21,27,22,13,40,52,36,3,4,8,34,11,45,29,28,49,26,1,20,48,32,7,10,35,47,51,61,55,19,56,15,12,2,0,42,58,63,44,33,17,57,59,18,30,50,25,31,14,54,60,41]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,2->0,"[18,1,4,47,55,23,52,31,63,24,57,36,48,10,27,2,3,43,59,56,11,19,5,58,17,60,54,45,30,53,62,20,44,6,21,61,13,33,46,50,9,51,32,25,22,34,39,40,35,0,7,37,29,26,28,15,41,38,42,49,16,14,8,12]","[18,1,4,47,55,23,52,31,63,24,57,36,48,10,27,2,3,43,59,56,11,19,5,58,17,60,54,45,30,53,62,20,44,6,21,61,13,33,46,50,9,51,32,25,22,34,39,40,35,0,7,37,29,26,28,15,41,38,42,49,16,14,8,12]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,2->1,"[16,7,51,53,9,2,36,14,6,35,21,33,38,52,61,8,62,40,63,27,10,5,31,49,18,50,30,45,15,17,32,47,43,29,26,41,13,42,4,34,25,56,23,39,11,0,3,55,54,28,12,24,19,22,20,59,37,46,60,57,48,1,58,44]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[16,7,51,53,9,2,36,14,6,35,21,33,38,52,61,8,62,40,63,27,10,5,31,49,18,50,30,45,15,17,32,47,43,29,26,41,13,42,4,34,25,56,23,39,11,0,3,55,54,28,12,24,19,22,20,59,37,46,60,57,48,1,58,44]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,2->2,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,2->3,"[34,9,60,36,61,30,56,31,63,10,57,50,35,2,3,54,33,55,0,38,23,4,20,40,17,44,62,59,22,15,42,39,52,48,49,47,46,24,18,37,45,8,13,29,41,5,21,51,6,16,14,11,19,26,1,27,53,58,43,32,7,28,25,12]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[34,9,60,36,61,30,56,31,63,10,57,50,35,2,3,54,33,55,0,38,23,4,20,40,17,44,62,59,22,15,42,39,52,48,49,47,46,24,18,37,45,8,13,29,41,5,21,51,6,16,14,11,19,26,1,27,53,58,43,32,7,28,25,12]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,3->0,"[15,28,44,31,5,22,3,59,51,25,19,40,1,26,29,12,0,17,27,61,38,13,30,11,14,49,57,56,6,55,52,53,63,37,16,48,9,2,23,36,47,8,62,39,42,60,21,45,20,7,46,4,50,41,34,43,54,32,24,10,35,18,33,58]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[15,28,44,31,5,22,3,59,51,25,19,40,1,26,29,12,0,17,27,61,38,13,30,11,14,49,57,56,6,55,52,53,63,37,16,48,9,2,23,36,47,8,62,39,42,60,21,45,20,7,46,4,50,41,34,43,54,32,24,10,35,18,33,58]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,3->1,"[46,30,18,20,21,11,2,34,22,7,35,24,44,16,60,43,5,52,55,41,31,13,15,12,4,58,29,14,27,26,56,59,33,51,23,36,19,0,8,9,17,63,47,3,50,25,6,37,32,28,57,38,45,10,61,40,42,53,48,54,62,39,1,49]","[46,30,18,20,21,11,2,34,22,7,35,24,44,16,60,43,5,52,55,41,31,13,15,12,4,58,29,14,27,26,56,59,33,51,23,36,19,0,8,9,17,63,47,3,50,25,6,37,32,28,57,38,45,10,61,40,42,53,48,54,62,39,1,49]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,3->2,"[18,54,13,14,21,45,48,60,41,1,9,51,63,42,50,29,49,24,38,52,22,46,28,20,37,62,53,55,61,43,5,7,59,16,0,12,3,39,19,31,23,44,30,58,25,40,36,35,33,34,11,47,32,56,15,17,6,10,57,27,2,4,26,8]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[18,54,13,14,21,45,48,60,41,1,9,51,63,42,50,29,49,24,38,52,22,46,28,20,37,62,53,55,61,43,5,7,59,16,0,12,3,39,19,31,23,44,30,58,25,40,36,35,33,34,11,47,32,56,15,17,6,10,57,27,2,4,26,8]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,2,cumulative_peel,3->3,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,0->0,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,0->1,"[51,44,40,62,38,8,6,52,0,25,5,28,43,13,1,59,7,18,47,35,32,54,57,2,31,39,16,55,4,12,37,11,23,42,61,14,9,30,48,15,24,19,3,56,45,46,33,17,36,58,49,21,22,10,20,60,27,63,53,34,50,41,26,29]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[51,44,40,62,38,8,6,52,0,25,5,28,43,13,1,59,7,18,47,35,32,54,57,2,31,39,16,55,4,12,37,11,23,42,61,14,9,30,48,15,24,19,3,56,45,46,33,17,36,58,49,21,22,10,20,60,27,63,53,34,50,41,26,29]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,0->2,"[49,1,15,16,2,22,33,50,62,40,27,20,63,36,61,55,60,13,0,21,31,34,44,5,9,43,53,14,54,52,28,7,42,37,45,48,11,51,57,46,47,56,58,17,24,32,38,3,12,59,39,41,6,29,26,4,19,10,23,18,25,35,30,8]","[49,1,15,16,2,22,33,50,62,40,27,20,63,36,61,55,60,13,0,21,31,34,44,5,9,43,53,14,54,52,28,7,42,37,45,48,11,51,57,46,47,56,58,17,24,32,38,3,12,59,39,41,6,29,26,4,19,10,23,18,25,35,30,8]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,0->3,"[16,12,37,6,51,4,28,49,41,36,59,23,15,21,24,0,34,17,61,10,48,46,5,38,58,9,13,18,1,14,22,3,57,62,54,60,39,33,20,43,11,53,44,55,2,47,50,40,35,25,52,8,30,31,56,29,27,26,63,7,45,19,42,32]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[16,12,37,6,51,4,28,49,41,36,59,23,15,21,24,0,34,17,61,10,48,46,5,38,58,9,13,18,1,14,22,3,57,62,54,60,39,33,20,43,11,53,44,55,2,47,50,40,35,25,52,8,30,31,56,29,27,26,63,7,45,19,42,32]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,1->0,"[8,14,23,42,28,10,6,16,5,36,53,31,29,13,35,39,26,47,17,41,54,51,52,32,40,9,62,56,11,63,37,24,20,46,59,19,48,30,4,25,2,61,33,12,1,44,45,18,38,50,60,0,7,58,21,27,43,22,49,15,55,34,3,57]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[8,14,23,42,28,10,6,16,5,36,53,31,29,13,35,39,26,47,17,41,54,51,52,32,40,9,62,56,11,63,37,24,20,46,59,19,48,30,4,25,2,61,33,12,1,44,45,18,38,50,60,0,7,58,21,27,43,22,49,15,55,34,3,57]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,1->1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,1->2,"[45,61,5,46,38,21,8,1,15,4,20,44,50,36,7,28,0,29,24,52,54,10,53,42,51,40,34,19,49,33,26,22,30,11,39,9,6,56,12,43,17,35,37,32,63,27,57,31,60,23,25,2,13,3,48,47,41,59,62,55,58,14,16,18]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[45,61,5,46,38,21,8,1,15,4,20,44,50,36,7,28,0,29,24,52,54,10,53,42,51,40,34,19,49,33,26,22,30,11,39,9,6,56,12,43,17,35,37,32,63,27,57,31,60,23,25,2,13,3,48,47,41,59,62,55,58,14,16,18]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,1->3,"[37,62,6,43,24,16,46,9,38,39,53,5,23,21,27,22,13,40,52,36,3,4,8,34,11,45,29,28,49,26,1,20,48,32,7,10,35,47,51,61,55,19,56,15,12,2,0,42,58,63,44,33,17,57,59,18,30,50,25,31,14,54,60,41]","[37,62,6,43,24,16,46,9,38,39,53,5,23,21,27,22,13,40,52,36,3,4,8,34,11,45,29,28,49,26,1,20,48,32,7,10,35,47,51,61,55,19,56,15,12,2,0,42,58,63,44,33,17,57,59,18,30,50,25,31,14,54,60,41]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,2->0,"[18,1,4,47,55,23,52,31,63,24,57,36,48,10,27,2,3,43,59,56,11,19,5,58,17,60,54,45,30,53,62,20,44,6,21,61,13,33,46,50,9,51,32,25,22,34,39,40,35,0,7,37,29,26,28,15,41,38,42,49,16,14,8,12]","[18,1,4,47,55,23,52,31,63,24,57,36,48,10,27,2,3,43,59,56,11,19,5,58,17,60,54,45,30,53,62,20,44,6,21,61,13,33,46,50,9,51,32,25,22,34,39,40,35,0,7,37,29,26,28,15,41,38,42,49,16,14,8,12]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,2->1,"[16,7,51,53,9,2,36,14,6,35,21,33,38,52,61,8,62,40,63,27,10,5,31,49,18,50,30,45,15,17,32,47,43,29,26,41,13,42,4,34,25,56,23,39,11,0,3,55,54,28,12,24,19,22,20,59,37,46,60,57,48,1,58,44]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[16,7,51,53,9,2,36,14,6,35,21,33,38,52,61,8,62,40,63,27,10,5,31,49,18,50,30,45,15,17,32,47,43,29,26,41,13,42,4,34,25,56,23,39,11,0,3,55,54,28,12,24,19,22,20,59,37,46,60,57,48,1,58,44]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,2->2,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,2->3,"[34,9,60,36,61,30,56,31,63,10,57,50,35,2,3,54,33,55,0,38,23,4,20,40,17,44,62,59,22,15,42,39,52,48,49,47,46,24,18,37,45,8,13,29,41,5,21,51,6,16,14,11,19,26,1,27,53,58,43,32,7,28,25,12]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[34,9,60,36,61,30,56,31,63,10,57,50,35,2,3,54,33,55,0,38,23,4,20,40,17,44,62,59,22,15,42,39,52,48,49,47,46,24,18,37,45,8,13,29,41,5,21,51,6,16,14,11,19,26,1,27,53,58,43,32,7,28,25,12]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,3->0,"[15,28,44,31,5,22,3,59,51,25,19,40,1,26,29,12,0,17,27,61,38,13,30,11,14,49,57,56,6,55,52,53,63,37,16,48,9,2,23,36,47,8,62,39,42,60,21,45,20,7,46,4,50,41,34,43,54,32,24,10,35,18,33,58]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]","[15,28,44,31,5,22,3,59,51,25,19,40,1,26,29,12,0,17,27,61,38,13,30,11,14,49,57,56,6,55,52,53,63,37,16,48,9,2,23,36,47,8,62,39,42,60,21,45,20,7,46,4,50,41,34,43,54,32,24,10,35,18,33,58]",True,permutation,0.8046875,0.98828125,-0.18359375
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,3,peel_p_only,3->1,"[46,30,18,20,21,11,2,34,22,7,35,24,44,16,60,43,5,52,55,41,31,13,15,12,4,58,29,14,27,26,56,59,33,51,23,36,19,0,8,9,17,63,47,3,50,25,6,37,32,28,57,38,45,10,61,40,42,53,48,54,62,39,1,49]","[46,30,18,20,21,11,2,34,22,7,35,24,44,16,60,43,5,52,55,41,31,13,15,12,4,58,29,14,27,26,56,59,33,51,23,36,19,0,8,9,17,63,47,3,50,25,6,37,32,28,57,38,45,10,61,40,42,53,48,54,62,39,1,49]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",True,permutation,0.8046875,0.98828125,-0.18359375
